ticket,source,direction,open_time,entry,tp_pts_used,orig_net,latest_net,latest_exit,delta,orig_exit,limit_offset,filled
77088842,market,buy,2026.04.08 21:18:45,4723.0,20.0,-3.68,-3.68,time,0.0,sl,,
77088854,market,buy,2026.04.08 21:18:45,4723.0,30.0,-3.68,-3.68,time,0.0,sl,,
77064537,market,buy,2026.04.08 17:56:14,4741.5,10.0,-3.79,-5.18,sl,-1.3899999999999997,sl,,
77064550,market,buy,2026.04.08 17:56:14,4741.5,20.0,-3.79,-5.18,sl,-1.3899999999999997,sl,,
77064608,market,buy,2026.04.08 17:56:14,4741.5,30.0,-3.79,-5.18,sl,-1.3899999999999997,sl,,
77024976,market,buy,2026.04.08 12:44:45,4777.38,10.0,-3.62,9.82,tp,13.440000000000001,sl,,
77024921,market,buy,2026.04.08 12:44:45,4777.38,20.0,9.44,9.439999999999891,time,-1.0835776720341528e-13,tp,,
77024959,market,buy,2026.04.08 12:44:45,4777.38,30.0,-3.62,-5.18,sl,-1.5599999999999996,sl,,
76972851,market,sell,2026.04.08 01:39:45,4778.0,10.0,-3.24,9.82,tp,13.06,sl,,
76972839,market,sell,2026.04.08 01:39:45,4778.0,20.0,9.82,-5.18,sl,-15.0,tp,,
76972847,market,sell,2026.04.08 01:39:45,4778.0,30.0,-3.24,-5.18,sl,-1.9399999999999995,sl,,
76817831,market,sell,2026.04.07 22:20:15,4698.0,10.0,-3.18,9.82,tp,13.0,sl,,
76817821,market,sell,2026.04.07 22:20:15,4698.0,20.0,-3.18,-3.18,time,0.0,sl,,
76817841,market,sell,2026.04.07 22:20:15,4698.0,30.0,-3.18,-3.18,time,0.0,sl,,
76895764,market,sell,2026.04.07 11:20:44,4670.1,10.0,-3.2600000000000002,-5.18,sl,-1.9199999999999995,sl,,
76895717,market,sell,2026.04.07 11:20:44,4670.1,20.0,-3.2600000000000002,-5.18,sl,-1.9199999999999995,sl,,
76895783,market,sell,2026.04.07 11:20:44,4670.1,30.0,-3.2600000000000002,-5.18,sl,-1.9199999999999995,sl,,
76802857,market,buy,2026.04.06 15:25:54,4660.21,10.0,31.76,9.82,tp,-21.94,tp,,
76802826,market,buy,2026.04.06 15:25:54,4660.21,20.0,10.61,10.609999999999964,time,-3.552713678800501e-14,tp,,
76802875,market,buy,2026.04.06 15:25:54,4660.21,30.0,-0.26,29.82,tp,30.080000000000002,sl,,
76700860,market,sell,2026.04.02 17:11:46,4658.5,10.0,10.32,-5.18,sl,-15.5,tp,,
76700891,market,sell,2026.04.02 17:11:46,4658.5,20.0,-3.27,-5.18,sl,-1.9099999999999997,sl,,
76701014,market,sell,2026.04.02 17:11:46,4658.5,30.0,-3.27,-5.18,sl,-1.9099999999999997,sl,,
76700697,market,sell,2026.04.02 16:53:27,4639.5,10.0,-3.56,-5.18,sl,-1.6199999999999997,sl,,
76700648,market,sell,2026.04.02 16:53:27,4639.5,20.0,-3.56,-5.18,sl,-1.6199999999999997,sl,,
76700764,market,sell,2026.04.02 16:53:27,4639.5,30.0,-3.56,-5.18,sl,-1.6199999999999997,sl,,
76665038,market,sell,2026.04.02 10:14:28,4619.6,10.0,-3.54,-5.18,sl,-1.6399999999999997,sl,,
76664979,market,sell,2026.04.02 10:14:28,4619.6,20.0,-3.54,-5.18,sl,-1.6399999999999997,sl,,
76664961,market,sell,2026.04.02 10:14:28,4619.6,30.0,-3.54,-5.18,sl,-1.6399999999999997,sl,,
76611190,market,buy,2026.04.02 04:06:57,4727.0,10.0,-0.22999999999999998,9.82,tp,10.05,sl,,
76611184,market,buy,2026.04.02 04:06:57,4727.0,20.0,31.82,19.82,tp,-12.0,tp,,
76611177,market,buy,2026.04.02 04:06:57,4727.0,30.0,9.82,29.82,tp,20.0,tp,,
76441172,market,sell,2026.03.31 17:00:32,4613.5,10.0,-3.37,-3.3699999999996,time,4.001243780749064e-13,sl,,
76441148,market,sell,2026.03.31 17:00:32,4613.5,20.0,-3.37,-3.3699999999996,time,4.001243780749064e-13,sl,,
76441182,market,sell,2026.03.31 17:00:32,4613.5,30.0,-3.37,-3.3699999999996,time,4.001243780749064e-13,sl,,
76435616,market,buy,2026.03.31 10:18:57,4549.08,10.0,-4.239999999999999,-4.23999999999949,time,5.089262344881718e-13,sl,,
76435639,market,buy,2026.03.31 10:18:57,4549.08,20.0,-4.239999999999999,-4.23999999999949,time,5.089262344881718e-13,sl,,
76435647,market,buy,2026.03.31 10:18:57,4549.08,30.0,-4.239999999999999,-4.23999999999949,time,5.089262344881718e-13,sl,,
76397888,market,sell,2026.03.31 04:18:52,4558.0,10.0,-3.5700000000000003,-5.18,sl,-1.6099999999999994,sl,,
76397879,market,sell,2026.03.31 04:18:52,4558.0,20.0,-3.5700000000000003,-5.18,sl,-1.6099999999999994,sl,,
76397898,market,sell,2026.03.31 04:18:52,4558.0,30.0,-3.5700000000000003,-5.18,sl,-1.6099999999999994,sl,,
76366956,market,buy,2026.03.30 16:58:48,4518.5,10.0,-3.3000000000000003,9.82,tp,13.120000000000001,sl,,
76367001,market,buy,2026.03.30 16:58:48,4518.5,20.0,-3.3000000000000003,-5.18,sl,-1.8799999999999994,sl,,
76366924,market,buy,2026.03.30 16:58:48,4518.5,30.0,9.82,9.82,time,0.0,tp,,
76287676,market,sell,2026.03.30 14:47:08,4570.87,10.0,-3.83,-5.18,sl,-1.3499999999999996,sl,,
76287706,market,sell,2026.03.30 14:47:08,4570.87,20.0,-3.83,-5.18,sl,-1.3499999999999996,sl,,
76287660,market,sell,2026.03.30 14:47:08,4570.87,30.0,-3.83,-5.18,sl,-1.3499999999999996,sl,,
76287443,market,buy,2026.03.30 02:32:15,4462.0,10.0,-3.37,-5.18,sl,-1.8099999999999996,sl,,
76287475,market,buy,2026.03.30 02:32:15,4462.0,20.0,-3.37,-5.18,sl,-1.8099999999999996,sl,,
76287530,market,buy,2026.03.30 02:32:15,4462.0,30.0,-3.37,-5.18,sl,-1.8099999999999996,sl,,
76236139,market,sell,2026.03.27 17:03:20,4451.7,10.0,-3.8800000000000003,-5.18,sl,-1.2999999999999994,sl,,
76236110,market,sell,2026.03.27 17:03:20,4451.7,20.0,-3.8800000000000003,-5.18,sl,-1.2999999999999994,sl,,
76236236,market,sell,2026.03.27 17:03:20,4451.7,30.0,-3.8800000000000003,-5.18,sl,-1.2999999999999994,sl,,
76208401,market,buy,2026.03.27 11:54:26,4428.6,10.0,-3.22,-3.219999999999964,time,3.6415315207705135e-14,sl,,
76208370,market,buy,2026.03.27 11:54:26,4428.6,20.0,-3.22,-3.219999999999964,time,3.6415315207705135e-14,sl,,
76208457,market,buy,2026.03.27 11:54:26,4428.6,30.0,-3.22,-3.219999999999964,time,3.6415315207705135e-14,sl,,
76191384,market,sell,2026.03.27 06:39:59,4444.0,10.0,-3.19,9.82,tp,13.01,sl,,
76191377,market,sell,2026.03.27 06:39:59,4444.0,20.0,-3.19,-5.18,sl,-1.9899999999999998,sl,,
76191370,market,sell,2026.03.27 06:39:59,4444.0,30.0,-3.19,-5.18,sl,-1.9899999999999998,sl,,
76115094,market,buy,2026.03.26 19:30:32,4385.0,10.0,-3.7800000000000002,-5.18,sl,-1.3999999999999995,sl,,
76115077,market,buy,2026.03.26 19:30:32,4385.0,20.0,-3.7800000000000002,-5.18,sl,-1.3999999999999995,sl,,
76115128,market,buy,2026.03.26 19:30:32,4385.0,30.0,-3.7800000000000002,-5.18,sl,-1.3999999999999995,sl,,
76156390,market,buy,2026.03.26 19:21:32,4407.0,10.0,-5.58,-5.18,sl,0.40000000000000036,sl,,
76156370,market,buy,2026.03.26 19:21:32,4407.0,20.0,-5.58,-5.18,sl,0.40000000000000036,sl,,
76156411,market,buy,2026.03.26 19:21:32,4407.0,30.0,-5.58,-5.18,sl,0.40000000000000036,sl,,
76099717,market,buy,2026.03.26 11:25:09,4430.75,10.0,-3.98,-5.18,sl,-1.1999999999999997,sl,,
76099705,market,buy,2026.03.26 11:25:09,4430.75,20.0,9.07,-5.18,sl,-14.25,tp,,
76099740,market,buy,2026.03.26 11:25:09,4430.75,30.0,-3.98,-5.18,sl,-1.1999999999999997,sl,,
76071692,market,buy,2026.03.26 08:45:52,4476.82,10.0,-3.71,-5.18,sl,-1.4699999999999998,sl,,
76071626,market,buy,2026.03.26 08:45:52,4476.82,20.0,-3.71,-5.18,sl,-1.4699999999999998,sl,,
76071595,market,buy,2026.03.26 08:45:52,4476.82,30.0,-3.71,-5.18,sl,-1.4699999999999998,sl,,
76009324,market,buy,2026.03.25 22:11:46,4494.61,10.0,-3.3600000000000003,9.82,tp,13.18,sl,,
76009256,market,buy,2026.03.25 22:11:46,4494.61,20.0,-3.3600000000000003,19.82,tp,23.18,sl,,
76009302,market,buy,2026.03.25 22:11:46,4494.61,30.0,-3.3600000000000003,-3.3599999999993817,time,6.186162693211372e-13,sl,,
76024481,market,buy,2026.03.25 22:08:50,4518.7,10.0,-3.97,-5.18,sl,-1.2099999999999995,sl,,
76024655,market,buy,2026.03.25 22:08:50,4518.7,20.0,-3.97,-5.18,sl,-1.2099999999999995,sl,,
76024530,market,buy,2026.03.25 22:08:50,4518.7,30.0,-3.97,-5.18,sl,-1.2099999999999995,sl,,
75935080,market,sell,2026.03.24 18:37:55,4421.64,10.0,-3.4000000000000004,-5.18,sl,-1.7799999999999994,sl,,
75916756,market,sell,2026.03.24 17:26:32,4409.75,10.0,-3.48,-5.18,sl,-1.6999999999999997,sl,,
75916811,market,sell,2026.03.24 17:26:32,4409.75,20.0,-3.48,-5.18,sl,-1.6999999999999997,sl,,
75916783,market,sell,2026.03.24 17:26:32,4409.75,30.0,-3.48,-5.18,sl,-1.6999999999999997,sl,,
75836089,market,sell,2026.03.24 09:22:08,4381.0,10.0,-3.25,-5.18,sl,-1.9299999999999997,sl,,
75836180,market,sell,2026.03.24 09:22:08,4381.0,20.0,-3.25,-5.18,sl,-1.9299999999999997,sl,,
75836146,market,sell,2026.03.24 09:22:08,4381.0,30.0,-3.25,-5.18,sl,-1.9299999999999997,sl,,
75861006,market,sell,2026.03.24 08:41:09,4364.5,10.0,-3.97,9.82,tp,13.790000000000001,sl,,
75861029,market,sell,2026.03.24 08:41:09,4364.5,20.0,-3.97,-3.969999999999964,time,3.6415315207705135e-14,sl,,
75842898,market,sell,2026.03.24 05:32:51,4364.0,10.0,-3.24,-5.18,sl,-1.9399999999999995,sl,,
75842954,market,sell,2026.03.24 05:32:51,4364.0,20.0,-3.24,-5.18,sl,-1.9399999999999995,sl,,
75759660,market,sell,2026.03.23 15:52:20,4477.3,10.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
75759516,market,sell,2026.03.23 15:52:20,4477.3,20.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
75759470,market,sell,2026.03.23 15:52:20,4477.3,30.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
75653790,market,sell,2026.03.23 12:16:37,4289.95,10.0,-4.31,-5.18,sl,-0.8700000000000001,sl,,
75653759,market,sell,2026.03.23 12:16:37,4289.95,20.0,-4.31,-5.18,sl,-0.8700000000000001,sl,,
75653579,market,sell,2026.03.23 12:16:37,4289.95,30.0,-4.31,-5.18,sl,-0.8700000000000001,sl,,
75633861,market,sell,2026.03.23 04:33:51,4452.3,10.0,32.17,9.82,tp,-22.35,tp,,
75633845,market,sell,2026.03.23 04:33:51,4452.3,20.0,10.120000000000001,10.120000000000182,time,1.8118839761882555e-13,tp,,
75633884,market,sell,2026.03.23 04:33:51,4452.3,30.0,102.86,29.82,tp,-73.03999999999999,other,,
75505610,market,sell,2026.03.20 11:07:39,4708.37,10.0,-3.21,-5.18,sl,-1.9699999999999998,sl,,
75505588,market,sell,2026.03.20 11:07:39,4708.37,20.0,-3.21,-5.18,sl,-1.9699999999999998,sl,,
75505572,market,sell,2026.03.20 11:07:39,4708.37,30.0,-3.21,-5.18,sl,-1.9699999999999998,sl,,
75489328,market,buy,2026.03.20 08:58:18,4688.3,10.0,10.52,9.82,tp,-0.6999999999999993,tp,,
75489333,market,buy,2026.03.20 08:58:18,4688.3,20.0,-3.43,-3.43,time,0.0,sl,,
75489343,market,buy,2026.03.20 08:58:18,4688.3,30.0,-3.43,-3.43,time,0.0,sl,,
75377705,market,sell,2026.03.20 06:17:45,4728.0,10.0,-3.18,-5.18,sl,-1.9999999999999996,sl,,
75377967,market,sell,2026.03.20 06:17:45,4728.0,20.0,-3.18,-5.18,sl,-1.9999999999999996,sl,,
75377909,market,sell,2026.03.20 06:17:45,4728.0,30.0,-3.18,-5.18,sl,-1.9999999999999996,sl,,
75479234,market,sell,2026.03.20 06:07:15,4717.7,10.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
75479273,market,sell,2026.03.20 06:07:15,4717.7,20.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
75479261,market,sell,2026.03.20 06:07:15,4717.7,30.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
75366556,market,buy,2026.03.19 16:02:03,4523.5,10.0,-3.7,9.82,tp,13.52,sl,,
75366723,market,buy,2026.03.19 16:02:03,4523.5,20.0,-3.7,19.82,tp,23.52,sl,,
75366803,market,buy,2026.03.19 16:02:03,4523.5,30.0,-3.7,29.82,tp,33.52,sl,,
75310833,market,buy,2026.03.19 10:59:25,4733.0,10.0,-3.31,-5.18,sl,-1.8699999999999997,sl,,
75310885,market,buy,2026.03.19 10:59:25,4733.0,20.0,-3.31,-5.18,sl,-1.8699999999999997,sl,,
75310873,market,buy,2026.03.19 10:59:25,4733.0,30.0,-3.31,-5.18,sl,-1.8699999999999997,sl,,
75311038,market,sell,2026.03.19 04:37:44,4859.0,10.0,-3.29,-5.18,sl,-1.8899999999999997,sl,,
75311090,market,sell,2026.03.19 04:37:44,4859.0,20.0,-3.29,-5.18,sl,-1.8899999999999997,sl,,
75311014,market,sell,2026.03.19 04:37:44,4859.0,30.0,-3.29,-5.18,sl,-1.8899999999999997,sl,,
74920643,market,buy,2026.03.18 15:32:31,4888.0,10.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
74920608,market,buy,2026.03.18 15:32:31,4888.0,20.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
74920649,market,buy,2026.03.18 15:32:31,4888.0,30.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
74928663,market,buy,2026.03.18 15:10:45,4910.5,10.0,-3.2800000000000002,-5.18,sl,-1.8999999999999995,sl,,
74928615,market,buy,2026.03.18 15:10:45,4910.5,20.0,-3.2800000000000002,-5.18,sl,-1.8999999999999995,sl,,
74928689,market,buy,2026.03.18 15:10:45,4910.5,30.0,-3.2800000000000002,-5.18,sl,-1.8999999999999995,sl,,
74920565,market,buy,2026.03.18 15:02:40,4922.24,10.0,-4.199999999999999,-5.18,sl,-0.9800000000000004,sl,,
74920549,market,buy,2026.03.18 15:02:40,4922.24,20.0,-4.199999999999999,-5.18,sl,-0.9800000000000004,sl,,
74920527,market,buy,2026.03.18 15:02:40,4922.24,30.0,9.58,-5.18,sl,-14.76,tp,,
75198777,market,buy,2026.03.18 13:35:38,4962.0,30.0,-3.23,-3.230000000000182,time,-1.8207657603852567e-13,sl,,
75198810,market,buy,2026.03.18 13:35:38,4962.0,30.0,-3.23,-3.230000000000182,time,-1.8207657603852567e-13,sl,,
75198747,market,buy,2026.03.18 13:35:38,4969.0,10.0,-5.33,9.82,tp,15.15,sl,,
75198723,market,buy,2026.03.18 13:35:38,4969.0,20.0,-5.33,-5.329999999999636,time,3.6415315207705135e-13,sl,,
75198730,market,buy,2026.03.18 13:35:38,4969.0,30.0,-5.33,-5.329999999999636,time,3.6415315207705135e-13,sl,,
75198765,market,buy,2026.03.18 13:35:38,4962.0,30.0,9.82,9.82,time,0.0,tp,,
75081913,market,sell,2026.03.17 07:37:45,5033.98,10.0,-9.76,-5.18,sl,4.58,sl,,
75079959,market,sell,2026.03.17 06:57:45,5026.69,10.0,-16.49,-5.18,sl,11.309999999999999,sl,,
75034347,market,sell,2026.03.16 22:10:01,5018.0,10.0,-3.19,9.82,tp,13.01,sl,,
75034013,market,sell,2026.03.16 22:10:01,5018.0,20.0,-3.19,-3.1900000000002184,time,-2.184918912462308e-13,sl,,
75034298,market,sell,2026.03.16 22:10:01,5018.0,30.0,-3.19,-3.1900000000002184,time,-2.184918912462308e-13,sl,,
74997538,market,sell,2026.03.16 14:23:19,5019.8,10.0,-3.23,9.82,tp,13.05,sl,,
74997516,market,sell,2026.03.16 14:23:19,5019.8,20.0,10.67,19.82,tp,9.15,tp,,
74997595,market,sell,2026.03.16 14:23:19,5019.8,30.0,-3.23,-5.18,sl,-1.9499999999999997,sl,,
74944654,market,sell,2026.03.16 07:01:21,5021.5,10.0,-3.3600000000000003,-3.360000000000291,time,-2.90878432451791e-13,sl,,
74944634,market,sell,2026.03.16 07:01:21,5021.5,20.0,-3.3600000000000003,-3.360000000000291,time,-2.90878432451791e-13,sl,,
74944594,market,sell,2026.03.16 07:01:21,5021.5,30.0,-3.3600000000000003,-3.360000000000291,time,-2.90878432451791e-13,sl,,
74778214,market,buy,2026.03.13 19:00:27,5028.7,10.0,-3.18,-5.18,sl,-1.9999999999999996,sl,,
74778194,market,buy,2026.03.13 19:00:27,5028.7,20.0,-3.18,-5.18,sl,-1.9999999999999996,sl,,
74778181,market,buy,2026.03.13 19:00:27,5028.7,30.0,-3.18,-5.18,sl,-1.9999999999999996,sl,,
74875806,market,buy,2026.03.13 17:55:27,5048.0,30.0,-3.3000000000000003,-5.18,sl,-1.8799999999999994,sl,,
74875848,market,buy,2026.03.13 17:55:27,5048.0,30.0,-3.3000000000000003,-5.18,sl,-1.8799999999999994,sl,,
74875839,market,buy,2026.03.13 17:55:27,5048.0,30.0,-3.3000000000000003,-5.18,sl,-1.8799999999999994,sl,,
74778082,market,buy,2026.03.13 17:55:24,5052.7,10.0,-7.029999999999999,-5.18,sl,1.8499999999999996,sl,,
74778169,market,buy,2026.03.13 17:55:24,5052.7,20.0,-7.029999999999999,-5.18,sl,1.8499999999999996,sl,,
74778099,market,buy,2026.03.13 17:55:24,5052.7,30.0,-7.029999999999999,-5.18,sl,1.8499999999999996,sl,,
74860949,market,buy,2026.03.13 17:51:07,5068.0,10.0,-3.21,-5.18,sl,-1.9699999999999998,sl,,
74860904,market,buy,2026.03.13 17:51:07,5068.0,20.0,-3.21,-5.18,sl,-1.9699999999999998,sl,,
74860967,market,buy,2026.03.13 17:51:07,5068.0,30.0,-3.21,-5.18,sl,-1.9699999999999998,sl,,
74784430,market,sell,2026.03.13 04:00:34,5120.0,10.0,-3.39,9.82,tp,13.21,sl,,
74784416,market,sell,2026.03.13 04:00:34,5120.0,20.0,9.92,9.920000000000364,time,3.6415315207705135e-13,tp,,
74784433,market,sell,2026.03.13 04:00:34,5120.0,30.0,-3.39,-5.18,sl,-1.7899999999999996,sl,,
74369781,market,buy,2026.03.12 21:34:51,5100.0,10.0,-3.6,-5.18,sl,-1.5799999999999996,sl,,
74749822,market,buy,2026.03.12 20:34:01,5112.5,10.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
74749751,market,buy,2026.03.12 20:34:01,5112.5,20.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
74750177,market,buy,2026.03.12 20:34:01,5112.5,30.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
74652473,market,buy,2026.03.12 18:03:36,5133.0,10.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
74652489,market,buy,2026.03.12 18:03:36,5133.0,20.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
74652483,market,buy,2026.03.12 18:03:36,5133.0,30.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
74727938,market,buy,2026.03.12 16:45:57,5154.5,10.0,-3.62,-5.18,sl,-1.5599999999999996,sl,,
74727865,market,buy,2026.03.12 16:45:57,5154.5,20.0,-3.62,-5.18,sl,-1.5599999999999996,sl,,
74509321,market,buy,2026.03.12 01:56:26,5143.0,10.0,-7.31,-5.18,sl,2.13,sl,,
74509293,market,buy,2026.03.12 01:56:26,5143.0,20.0,-7.31,-5.18,sl,2.13,sl,,
74509333,market,buy,2026.03.12 01:56:26,5143.0,30.0,-7.31,-5.18,sl,2.13,sl,,
74530497,market,buy,2026.03.11 16:52:01,5149.7,10.0,-2.46,8.370000000000001,tp,10.830000000000002,sl,,
74530465,market,buy,2026.03.11 16:52:01,5149.7,20.0,33.12,19.82,tp,-13.299999999999997,tp,,
74530454,market,buy,2026.03.11 16:52:00,5149.7,30.0,10.120000000000001,10.120000000000182,time,1.8118839761882555e-13,tp,,
74530436,market,buy,2026.03.11 11:38:36,5176.7,10.0,-3.3600000000000003,9.82,tp,13.18,sl,,
74530396,market,buy,2026.03.11 11:38:36,5176.7,20.0,10.17,10.170000000000364,time,3.6415315207705135e-13,tp,,
74530421,market,buy,2026.03.11 11:38:36,5176.7,30.0,-3.3600000000000003,-3.3599999999993817,time,6.186162693211372e-13,sl,,
74517051,market,buy,2026.03.11 05:09:58,5198.0,10.0,-3.18,-3.18,time,0.0,sl,,
74516988,market,buy,2026.03.11 05:09:58,5198.0,20.0,-3.18,-3.18,time,0.0,sl,,
74517091,market,buy,2026.03.11 05:09:58,5198.0,30.0,-3.18,-3.18,time,0.0,sl,,
74479750,market,buy,2026.03.10 21:17:58,5192.0,10.0,-3.94,-5.18,sl,-1.2399999999999998,sl,,
74479798,market,buy,2026.03.10 21:17:58,5192.0,20.0,-3.94,-5.18,sl,-1.2399999999999998,sl,,
74479729,market,buy,2026.03.10 21:17:58,5192.0,30.0,-3.94,-5.18,sl,-1.2399999999999998,sl,,
74458279,market,buy,2026.03.10 17:10:57,5188.0,10.0,9.74,9.82,tp,0.08000000000000007,sl,,
74458218,market,buy,2026.03.10 17:10:57,5188.0,20.0,25.11,19.82,tp,-5.289999999999999,other,,
74458154,market,buy,2026.03.10 17:10:57,5188.0,30.0,9.82,9.82,time,0.0,tp,,
74458079,market,buy,2026.03.10 16:46:35,5198.2,10.0,-5.21,9.82,tp,15.030000000000001,sl,,
74457965,market,buy,2026.03.10 16:46:35,5198.2,20.0,9.620000000000001,9.620000000000182,time,1.8118839761882555e-13,tp,,
74458015,market,buy,2026.03.10 16:46:35,5198.2,30.0,-5.21,-5.18,sl,0.03000000000000025,sl,,
74188198,market,sell,2026.03.10 04:57:00,5177.43,10.0,-3.58,-5.18,sl,-1.5999999999999996,sl,,
74188246,market,sell,2026.03.10 04:57:00,5177.43,20.0,-3.58,-5.18,sl,-1.5999999999999996,sl,,
74188286,market,sell,2026.03.10 04:57:00,5177.43,30.0,-3.58,-5.18,sl,-1.5999999999999996,sl,,
74262165,market,buy,2026.03.09 10:00:36,5094.38,10.0,-3.69,-5.18,sl,-1.4899999999999998,sl,,
74262213,market,buy,2026.03.09 10:00:36,5094.38,20.0,-3.69,-5.18,sl,-1.4899999999999998,sl,,
74262233,market,buy,2026.03.09 10:00:36,5094.38,30.0,-3.69,-5.18,sl,-1.4899999999999998,sl,,
74196566,market,buy,2026.03.09 03:13:24,5041.0,10.0,-3.5500000000000003,-5.18,sl,-1.6299999999999994,sl,,
74196514,market,buy,2026.03.09 03:13:24,5041.0,20.0,-3.5500000000000003,-5.18,sl,-1.6299999999999994,sl,,
74196695,market,buy,2026.03.09 03:13:24,5041.0,30.0,-3.5500000000000003,-5.18,sl,-1.6299999999999994,sl,,
74196008,market,buy,2026.03.09 03:10:55,5046.5,10.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
74195801,market,buy,2026.03.09 03:10:55,5046.5,20.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
74195739,market,buy,2026.03.09 03:10:55,5046.5,30.0,-3.2,-5.18,sl,-1.9799999999999995,sl,,
74187251,market,buy,2026.03.09 02:39:28,5072.5,10.0,-4.279999999999999,-5.18,sl,-0.9000000000000004,sl,,
74187192,market,buy,2026.03.09 02:39:28,5072.5,20.0,-4.279999999999999,-5.18,sl,-0.9000000000000004,sl,,
74187293,market,buy,2026.03.09 02:39:28,5072.5,30.0,-4.279999999999999,-5.18,sl,-0.9000000000000004,sl,,
74094547,market,sell,2026.03.06 15:30:23,5120.72,30.0,-4.77,29.82,tp,34.59,sl,,
74094520,market,sell,2026.03.06 15:30:23,5120.72,30.0,8.540000000000001,29.82,tp,21.28,tp,,
74094570,market,sell,2026.03.06 15:30:23,5120.72,30.0,-4.77,29.82,tp,34.59,sl,,
74108102,market,sell,2026.03.06 15:30:07,5108.97,10.0,-3.47,9.82,tp,13.290000000000001,sl,,
74108129,market,sell,2026.03.06 15:30:07,5108.97,20.0,-3.47,19.82,tp,23.29,sl,,
74053854,market,buy,2026.03.06 13:55:57,5070.63,10.0,-4.18,9.82,tp,14.0,sl,,
74053878,market,buy,2026.03.06 13:55:57,5070.63,20.0,-4.18,19.82,tp,24.0,sl,,
74053842,market,buy,2026.03.06 13:55:57,5070.63,30.0,-4.18,-4.18,time,0.0,sl,,
74042342,market,buy,2026.03.06 10:31:54,5097.4,10.0,10.42,9.82,tp,-0.5999999999999996,tp,,
74042389,market,buy,2026.03.06 10:31:54,5097.4,20.0,-3.2800000000000002,19.82,tp,23.1,sl,,
74042359,market,buy,2026.03.06 10:31:54,5097.4,30.0,-3.2800000000000002,-3.2799999999994545,time,5.45785638905727e-13,sl,,
74019967,market,sell,2026.03.06 03:40:12,5109.8,10.0,-3.3800000000000003,9.82,tp,13.200000000000001,sl,,
74019990,market,sell,2026.03.06 03:40:12,5109.8,20.0,-3.3800000000000003,19.82,tp,23.2,sl,,
74019956,market,sell,2026.03.06 03:40:12,5109.8,30.0,-3.3800000000000003,29.82,tp,33.2,sl,,
73841749,market,buy,2026.03.05 15:23:16,5088.5,10.0,-6.51,9.82,tp,16.33,sl,,
73841771,market,buy,2026.03.05 15:23:16,5088.5,20.0,-6.51,19.82,tp,26.33,sl,,
73841758,market,buy,2026.03.05 15:23:16,5088.5,30.0,-6.51,29.82,tp,36.33,sl,,
73930256,market,buy,2026.03.05 15:17:38,5128.81,10.0,-3.99,9.82,tp,13.81,sl,,
73930237,market,buy,2026.03.05 15:17:38,5128.81,20.0,9.01,19.82,tp,10.81,tp,,
73930270,market,buy,2026.03.05 15:17:38,5128.81,30.0,-3.99,29.82,tp,33.81,sl,,
73856612,market,buy,2026.03.05 08:08:52,5140.19,10.0,-3.4000000000000004,9.82,tp,13.22,sl,,
73856577,market,buy,2026.03.05 08:08:52,5140.19,20.0,-3.4000000000000004,19.82,tp,23.22,sl,,
73856492,market,buy,2026.03.05 08:08:52,5140.19,30.0,-3.4000000000000004,29.82,tp,33.22,sl,,
73856972,market,sell,2026.03.05 05:00:01,5192.3,10.0,97.11999999999999,9.82,tp,-87.29999999999998,tp,,
73856821,market,sell,2026.03.05 05:00:01,5192.3,20.0,10.22,10.220000000000546,time,5.453415496958769e-13,tp,,
73856946,market,sell,2026.03.05 05:00:01,5192.3,30.0,32.160000000000004,32.160000000000146,time,1.4210854715202004e-13,tp,,
73843723,market,sell,2026.03.05 02:05:41,5167.48,10.0,-3.47,9.82,tp,13.290000000000001,sl,,
73843702,market,sell,2026.03.05 02:05:41,5167.48,20.0,-3.47,19.82,tp,23.29,sl,,
73843760,market,sell,2026.03.05 02:05:41,5167.48,30.0,-3.47,-3.4700000000008733,time,-8.730793865652231e-13,sl,,
73460113,market,sell,2026.03.04 04:09:52,5184.5,10.0,-3.19,9.82,tp,13.01,sl,,
73460052,market,sell,2026.03.04 04:09:52,5184.5,20.0,-3.19,19.82,tp,23.01,sl,,
73460081,market,sell,2026.03.04 04:09:52,5184.5,30.0,-3.19,29.82,tp,33.01,sl,,
73230963,market,buy,2026.03.03 13:07:50,5211.0,10.0,-3.6500000000000004,9.82,tp,13.47,sl,,
