ticket,direction,open_time,orig_limit_price,entry,filled,sl5_net,sl5_exit,sl7_net,sl7_exit,fill_time_m5,sl5_price,sl7_price,sl5_at_orig,tp20_price,delta_sl7_minus_sl5
77398074,buy,2026.04.13 13:01:40,4663.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
77398058,buy,2026.04.13 13:01:21,4663.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
77384274,buy,2026.04.13 10:49:43,4682.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
77384246,buy,2026.04.13 10:49:28,4682.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
77287801,buy,2026.04.10 16:01:43,4745.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
77287749,buy,2026.04.10 16:01:18,4745.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
77287702,buy,2026.04.10 16:01:01,4745.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
77191588,buy,2026.04.09 17:00:09,4759.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
77191520,buy,2026.04.09 16:59:55,4759.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
77191498,buy,2026.04.09 16:59:39,4759.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
77185031,buy,2026.04.09 16:15:21,4713.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
77184951,buy,2026.04.09 16:15:05,4713.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
77184896,buy,2026.04.09 16:14:44,4713.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
77064514,buy,2026.04.08 15:58:50,4760.5,4762.5,True,-5.18,sl,-7.18,sl,2026-04-08 14:25:00,4757.5,4755.5,4755.5,4782.5,-2.0
77064503,buy,2026.04.08 15:58:33,4760.5,4762.5,True,-5.18,sl,-7.18,sl,2026-04-08 14:25:00,4757.5,4755.5,4755.5,4782.5,-2.0
77064473,buy,2026.04.08 15:57:59,4760.5,4762.5,True,-5.18,sl,-7.18,sl,2026-04-08 14:25:00,4757.5,4755.5,4755.5,4782.5,-2.0
77044557,buy,2026.04.08 12:58:24,4768.0,4770.0,True,19.82,tp,19.82,tp,2026-04-08 12:20:00,4765.0,4763.0,4763.0,4790.0,0.0
77044515,buy,2026.04.08 12:58:11,4768.0,4770.0,True,19.82,tp,19.82,tp,2026-04-08 12:20:00,4765.0,4763.0,4763.0,4790.0,0.0
77044495,buy,2026.04.08 12:57:57,4768.0,4770.0,True,19.82,tp,19.82,tp,2026-04-08 12:20:00,4765.0,4763.0,4763.0,4790.0,0.0
77024781,buy,2026.04.08 10:02:56,4797.0,4799.0,True,-5.18,sl,-7.18,sl,2026-04-08 08:25:00,4794.0,4792.0,4792.0,4819.0,-2.0
77024741,buy,2026.04.08 10:02:43,4797.0,4799.0,True,-5.18,sl,-7.18,sl,2026-04-08 08:25:00,4794.0,4792.0,4792.0,4819.0,-2.0
77024689,buy,2026.04.08 10:02:28,4797.0,4799.0,True,-5.18,sl,-7.18,sl,2026-04-08 08:25:00,4794.0,4792.0,4792.0,4819.0,-2.0
76972830,buy,2026.04.08 01:25:23,4671.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76972827,buy,2026.04.08 01:25:07,4671.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76972810,buy,2026.04.08 01:24:46,4671.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76922064,sell,2026.04.07 14:28:31,4672.0,4670.0,True,19.82,tp,19.82,tp,2026-04-07 12:20:00,4675.0,4677.0,4677.0,4650.0,0.0
76922044,sell,2026.04.07 14:28:06,4672.0,4670.0,True,19.82,tp,19.82,tp,2026-04-07 12:20:00,4675.0,4677.0,4677.0,4650.0,0.0
76921993,sell,2026.04.07 14:27:45,4672.0,4670.0,True,19.82,tp,19.82,tp,2026-04-07 12:20:00,4675.0,4677.0,4677.0,4650.0,0.0
76911784,buy,2026.04.07 13:00:14,4648.0,4650.0,True,-5.18,sl,-7.18,sl,2026-04-07 10:45:00,4645.0,4643.0,4643.0,4670.0,-2.0
76911764,buy,2026.04.07 13:00:03,4648.0,4650.0,True,-5.18,sl,-7.18,sl,2026-04-07 10:45:00,4645.0,4643.0,4643.0,4670.0,-2.0
76911711,buy,2026.04.07 12:59:46,4648.0,4650.0,True,-5.18,sl,-7.18,sl,2026-04-07 10:45:00,4645.0,4643.0,4643.0,4670.0,-2.0
76795023,buy,2026.04.06 11:22:09,4632.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
76795009,buy,2026.04.06 11:21:58,4632.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
76794928,buy,2026.04.06 11:21:16,4632.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
76794906,buy,2026.04.06 11:21:02,4632.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
76794896,buy,2026.04.06 11:20:47,4632.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
76749273,sell,2026.04.06 01:19:41,4764.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76749222,sell,2026.04.06 01:18:46,4764.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76749206,sell,2026.04.06 01:18:25,4764.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76749191,sell,2026.04.06 01:18:03,4753.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76749164,sell,2026.04.06 01:17:42,4753.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76749013,sell,2026.04.06 01:15:50,4753.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76724329,sell,2026.04.02 19:03:32,4707.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76724283,sell,2026.04.02 19:02:55,4707.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76724252,sell,2026.04.02 19:02:31,4707.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76723993,buy,2026.04.02 19:00:02,4634.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
76723949,buy,2026.04.02 18:59:50,4634.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
76723936,buy,2026.04.02 18:59:34,4634.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
76682499,sell,2026.04.02 13:08:00,4649.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
76682492,sell,2026.04.02 13:07:45,4649.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
76682476,sell,2026.04.02 13:07:29,4649.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
76682453,sell,2026.04.02 13:07:14,4643.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
76682427,sell,2026.04.02 13:07:00,4643.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
76682405,sell,2026.04.02 13:06:45,4643.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
76668362,buy,2026.04.02 10:22:21,4372.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76668331,buy,2026.04.02 10:22:08,4372.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76668301,buy,2026.04.02 10:21:49,4372.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76596422,buy,2026.04.01 19:07:23,4722.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76596408,buy,2026.04.01 19:07:03,4722.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76596364,buy,2026.04.01 19:06:13,4741.0,4743.0,True,19.82,tp,19.82,tp,2026-04-01 18:35:00,4738.0,4736.0,4736.0,4763.0,0.0
76596284,buy,2026.04.01 19:04:59,4741.0,4743.0,True,19.82,tp,19.82,tp,2026-04-01 18:35:00,4738.0,4736.0,4736.0,4763.0,0.0
76542983,buy,2026.04.01 10:09:03,4685.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
76542958,buy,2026.04.01 10:08:48,4685.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
76542931,buy,2026.04.01 10:08:34,4685.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
76542758,buy,2026.04.01 10:07:20,4697.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
76542711,buy,2026.04.01 10:07:06,4697.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
76542670,buy,2026.04.01 10:06:52,4697.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
76504826,buy,2026.04.01 01:39:05,4598.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76504805,buy,2026.04.01 01:38:46,4598.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76504637,buy,2026.04.01 01:38:12,4598.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76504563,buy,2026.04.01 01:36:45,4617.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76504538,buy,2026.04.01 01:36:22,4617.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76504530,buy,2026.04.01 01:35:40,4617.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76480545,buy,2026.03.31 18:04:17,4582.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
76480521,buy,2026.03.31 18:04:02,4582.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
76480489,buy,2026.03.31 18:03:41,4582.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
76465408,buy,2026.03.31 16:03:50,4544.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76465390,buy,2026.03.31 16:03:38,4544.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76465378,buy,2026.03.31 16:03:25,4544.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76449146,buy,2026.03.31 12:45:59,4486.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76449129,buy,2026.03.31 12:45:37,4486.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76449117,buy,2026.03.31 12:45:23,4486.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76331238,buy,2026.03.30 09:51:49,4473.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76331222,buy,2026.03.30 09:51:37,4473.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76331208,buy,2026.03.30 09:51:26,4473.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76331149,buy,2026.03.30 09:50:47,4493.0,4495.0,True,19.82,tp,19.82,tp,2026-03-30 19:00:00,4490.0,4488.0,4488.0,4515.0,0.0
76331108,buy,2026.03.30 09:50:24,4493.0,4495.0,True,19.82,tp,19.82,tp,2026-03-30 19:00:00,4490.0,4488.0,4488.0,4515.0,0.0
76331069,buy,2026.03.30 09:50:08,4493.0,4495.0,True,19.82,tp,19.82,tp,2026-03-30 19:00:00,4490.0,4488.0,4488.0,4515.0,0.0
76287926,sell,2026.03.30 01:10:37,4581.0,4579.0,True,19.82,tp,19.82,tp,2026-03-30 11:50:00,4584.0,4586.0,4586.0,4559.0,0.0
76287905,sell,2026.03.30 01:10:16,4581.0,4579.0,True,19.82,tp,19.82,tp,2026-03-30 11:50:00,4584.0,4586.0,4586.0,4559.0,0.0
76287830,sell,2026.03.30 01:09:35,4581.0,4579.0,True,19.82,tp,19.82,tp,2026-03-30 11:50:00,4584.0,4586.0,4586.0,4559.0,0.0
76221912,buy,2026.03.27 13:10:18,4387.1,,False,0.0,no_fill,0.0,no_fill,,,,,,
76221864,buy,2026.03.27 13:09:32,4387.1,,False,0.0,no_fill,0.0,no_fill,,,,,,
76221810,buy,2026.03.27 13:09:11,4387.1,,False,0.0,no_fill,0.0,no_fill,,,,,,
76221657,sell,2026.03.27 13:06:24,4468.2,,False,0.0,no_fill,0.0,no_fill,,,,,,
76221625,sell,2026.03.27 13:05:52,4468.2,,False,0.0,no_fill,0.0,no_fill,,,,,,
76221614,sell,2026.03.27 13:05:34,4468.2,,False,0.0,no_fill,0.0,no_fill,,,,,,
76141714,sell,2026.03.26 16:52:50,4491.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76141676,sell,2026.03.26 16:52:36,4491.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
76141635,sell,2026.03.26 16:52:22,4491.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75991035,buy,2026.03.25 09:47:51,4520.5,4522.5,True,19.82,tp,19.82,tp,2026-03-25 12:30:00,4517.5,4515.5,4515.5,4542.5,0.0
75990913,buy,2026.03.25 09:46:17,4520.5,4522.5,True,19.82,tp,19.82,tp,2026-03-25 12:30:00,4517.5,4515.5,4515.5,4542.5,0.0
75990858,buy,2026.03.25 09:45:16,4520.5,4522.5,True,19.82,tp,19.82,tp,2026-03-25 12:30:00,4517.5,4515.5,4515.5,4542.5,0.0
75979502,sell,2026.03.25 07:03:29,4622.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75976147,sell,2026.03.25 06:07:27,4622.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75976136,sell,2026.03.25 06:07:17,4622.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75972158,sell,2026.03.25 05:17:50,4711.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
75972104,sell,2026.03.25 05:16:19,4711.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
75972088,sell,2026.03.25 05:16:04,4711.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
75971867,sell,2026.03.25 05:13:01,4704.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
75971837,sell,2026.03.25 05:12:40,4704.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
75971774,sell,2026.03.25 05:11:54,4704.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
75966917,buy,2026.03.25 04:23:34,4494.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75966898,buy,2026.03.25 04:23:16,4494.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75966859,buy,2026.03.25 04:22:40,4494.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75933547,buy,2026.03.24 18:17:22,3957.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75933504,buy,2026.03.24 18:16:47,3957.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75933462,buy,2026.03.24 18:16:18,3957.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75893207,sell,2026.03.24 13:05:22,4462.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75880992,sell,2026.03.24 10:59:33,4462.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75880972,sell,2026.03.24 10:59:18,4462.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75874335,buy,2026.03.24 10:01:44,4351.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75874310,buy,2026.03.24 10:01:27,4351.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75874277,buy,2026.03.24 10:01:11,4351.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75842939,sell,2026.03.24 05:16:45,4364.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75730291,buy,2026.03.23 13:32:22,3957.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75730280,buy,2026.03.23 13:32:09,3957.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75730257,buy,2026.03.23 13:31:48,3957.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75532630,sell,2026.03.20 14:15:21,4671.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75532592,sell,2026.03.20 14:15:00,4671.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75532556,sell,2026.03.20 14:14:45,4671.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75523887,sell,2026.03.20 13:03:46,4704.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75523847,sell,2026.03.20 13:03:29,4704.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75523798,sell,2026.03.20 13:03:10,4704.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75426230,buy,2026.03.19 17:19:53,4523.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75426145,buy,2026.03.19 17:19:36,4523.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75426024,buy,2026.03.19 17:19:12,4523.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75319122,sell,2026.03.19 04:47:57,4794.0,4792.0,True,-5.18,sl,-7.18,sl,2026-03-19 01:50:00,4797.0,4799.0,4799.0,4772.0,-2.0
75319100,sell,2026.03.19 04:47:43,4794.0,4792.0,True,-5.18,sl,-7.18,sl,2026-03-19 01:50:00,4797.0,4799.0,4799.0,4772.0,-2.0
75319089,sell,2026.03.19 04:47:28,4794.0,4792.0,True,-5.18,sl,-7.18,sl,2026-03-19 01:50:00,4797.0,4799.0,4799.0,4772.0,-2.0
75315587,sell,2026.03.19 04:15:43,4851.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75315560,sell,2026.03.19 04:15:29,4851.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75315532,sell,2026.03.19 04:15:03,4851.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75262702,sell,2026.03.18 16:40:52,4931.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75262624,sell,2026.03.18 16:40:29,4931.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75262530,sell,2026.03.18 16:40:03,4931.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75250839,sell,2026.03.18 15:57:40,4911.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75250797,sell,2026.03.18 15:57:24,4911.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75250743,sell,2026.03.18 15:57:08,4911.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75213684,sell,2026.03.18 13:07:43,5031.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75213644,sell,2026.03.18 13:07:14,5031.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75213619,sell,2026.03.18 13:06:53,5031.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75213549,sell,2026.03.18 13:06:00,5024.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75213496,sell,2026.03.18 13:05:32,5024.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75213455,sell,2026.03.18 13:05:14,5024.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
75198577,sell,2026.03.18 10:02:01,5034.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75198566,sell,2026.03.18 10:01:45,5034.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75198546,sell,2026.03.18 10:01:27,5034.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75185202,sell,2026.03.18 07:07:41,5034.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75185190,sell,2026.03.18 07:07:22,5034.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75185172,sell,2026.03.18 07:07:06,5034.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75169193,buy,2026.03.18 03:23:09,4957.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75169182,buy,2026.03.18 03:22:48,4957.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75169175,buy,2026.03.18 03:22:24,4957.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75169156,sell,2026.03.18 03:21:44,5040.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75169135,sell,2026.03.18 03:21:23,5040.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75169113,sell,2026.03.18 03:21:06,5040.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75130126,sell,2026.03.17 16:12:48,5046.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75130113,sell,2026.03.17 16:12:37,5046.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75130076,sell,2026.03.17 16:12:21,5046.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75130012,sell,2026.03.17 16:11:52,5039.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75129981,sell,2026.03.17 16:11:38,5039.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75129933,sell,2026.03.17 16:11:19,5039.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75114865,sell,2026.03.17 13:17:25,5063.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75114860,sell,2026.03.17 13:17:15,5063.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75114840,sell,2026.03.17 13:16:55,5063.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75114783,sell,2026.03.17 13:16:15,5056.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75114749,sell,2026.03.17 13:15:51,5056.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75114724,sell,2026.03.17 13:15:37,5056.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75098274,sell,2026.03.17 10:13:33,5059.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75098245,sell,2026.03.17 10:13:24,5059.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75098235,sell,2026.03.17 10:13:09,5059.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75080764,buy,2026.03.17 07:17:23,4950.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75080749,buy,2026.03.17 07:17:09,4950.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75080731,buy,2026.03.17 07:16:55,4950.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75080648,buy,2026.03.17 07:15:14,4980.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75080636,buy,2026.03.17 07:15:00,4980.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75080629,buy,2026.03.17 07:14:46,4980.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75073950,buy,2026.03.17 05:14:44,5003.5,5005.5,True,19.82,tp,19.82,tp,2026-03-17 06:20:00,5000.5,4998.5,4998.5,5025.5,0.0
75073932,buy,2026.03.17 05:14:32,5003.5,5005.5,True,19.82,tp,19.82,tp,2026-03-17 06:20:00,5000.5,4998.5,4998.5,5025.5,0.0
75073910,buy,2026.03.17 05:14:13,5003.5,5005.5,True,19.82,tp,19.82,tp,2026-03-17 06:20:00,5000.5,4998.5,4998.5,5025.5,0.0
75065536,buy,2026.03.17 03:36:48,4941.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75065528,buy,2026.03.17 03:36:36,4941.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
75065492,buy,2026.03.17 03:36:11,4941.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74958901,buy,2026.03.16 07:26:08,4962.6,,False,0.0,no_fill,0.0,no_fill,,,,,,
74958888,buy,2026.03.16 07:25:49,4962.6,,False,0.0,no_fill,0.0,no_fill,,,,,,
74958885,buy,2026.03.16 07:25:31,4962.6,,False,0.0,no_fill,0.0,no_fill,,,,,,
74944723,sell,2026.03.16 04:44:03,5028.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74944709,sell,2026.03.16 04:43:48,5028.55,,False,0.0,no_fill,0.0,no_fill,,,,,,
74944697,sell,2026.03.16 04:43:34,5028.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74891626,sell,2026.03.13 19:04:07,5070.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74891594,sell,2026.03.13 19:03:54,5070.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74891552,sell,2026.03.13 19:03:40,5070.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74891183,sell,2026.03.13 19:02:29,5051.5,5049.5,True,-5.18,sl,-7.18,sl,2026-03-13 16:35:00,5054.5,5056.5,5056.5,5029.5,-2.0
74883935,sell,2026.03.13 18:22:28,5051.5,5049.5,True,-5.18,sl,-7.18,sl,2026-03-13 15:25:00,5054.5,5056.5,5056.5,5029.5,-2.0
74883899,sell,2026.03.13 18:22:10,5051.5,5049.5,True,-5.18,sl,-7.18,sl,2026-03-13 15:25:00,5054.5,5056.5,5056.5,5029.5,-2.0
74860697,sell,2026.03.13 16:12:56,5134.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74860680,sell,2026.03.13 16:12:42,5134.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74860649,sell,2026.03.13 16:12:25,5134.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74813910,sell,2026.03.13 09:51:34,5142.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74813860,sell,2026.03.13 09:51:21,5142.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74813837,sell,2026.03.13 09:51:05,5142.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74813781,sell,2026.03.13 09:50:46,5135.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74813755,sell,2026.03.13 09:50:31,5135.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74813610,sell,2026.03.13 09:49:33,5135.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74786768,buy,2026.03.13 04:06:32,5081.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74786743,buy,2026.03.13 04:06:20,5081.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74786713,buy,2026.03.13 04:06:02,5081.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74728100,buy,2026.03.12 16:44:39,5144.5,5146.5,True,-5.18,sl,-7.18,sl,2026-03-12 13:55:00,5141.5,5139.5,5139.5,5166.5,-2.0
74728024,buy,2026.03.12 16:44:25,5144.5,5146.5,True,-5.18,sl,-7.18,sl,2026-03-12 13:55:00,5141.5,5139.5,5139.5,5166.5,-2.0
74592303,sell,2026.03.11 16:00:37,5216.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74592224,sell,2026.03.11 16:00:19,5216.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74592096,sell,2026.03.11 16:00:05,5216.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74509376,buy,2026.03.11 03:29:58,5125.0,5127.0,True,19.82,tp,19.82,tp,2026-03-12 00:00:00,5122.0,5120.0,5120.0,5147.0,0.0
74509366,buy,2026.03.11 03:29:42,5125.0,5127.0,True,19.82,tp,19.82,tp,2026-03-12 00:00:00,5122.0,5120.0,5120.0,5147.0,0.0
74509357,buy,2026.03.11 03:29:15,5125.0,5127.0,True,19.82,tp,19.82,tp,2026-03-12 00:00:00,5122.0,5120.0,5120.0,5147.0,0.0
74480489,buy,2026.03.10 19:12:39,5192.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74479860,buy,2026.03.10 19:03:33,5192.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74452439,buy,2026.03.10 16:09:31,5168.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74452411,buy,2026.03.10 16:09:16,5168.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74452353,buy,2026.03.10 16:09:03,5168.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74447934,buy,2026.03.10 15:39:34,5122.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74447909,buy,2026.03.10 15:39:21,5122.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74447895,buy,2026.03.10 15:39:08,5122.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74447879,buy,2026.03.10 15:38:49,5142.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74447858,buy,2026.03.10 15:38:37,5142.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74447828,buy,2026.03.10 15:38:20,5142.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74396317,buy,2026.03.10 07:01:27,5125.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74396289,buy,2026.03.10 07:01:16,5125.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74396269,buy,2026.03.10 07:01:05,5125.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74396248,buy,2026.03.10 07:00:50,5134.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74396206,buy,2026.03.10 07:00:36,5134.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
